artist.name,duration,tempo,title,year
The Cardigans,296.85506000000004,145.27100000000002,Paralyzed,1998
Twista,200.98567,90.15799999999999,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),2005
Dictators,246.36036000000001,130.786,Weekend,0
Fat Joe,211.59138,100.78299999999999,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],2005
Oasis,289.2273,162.069,Don't Go Away,0
The Accursed,171.15383,128.928,Slaughter The Gods,0
Eddy Raven,204.85179,133.428,I WANNA HEAR IT FROM YOU,1995
Fabolous,225.14892999999998,200.435,Ma' Be Easy [Explicit Version],0
Floor,211.90485,160.59799999999998,Heather,2009
Michelle & Vickie,190.56281,113.37299999999999,Party For Pink,0
Sulk,552.9334200000001,127.92,Only You (Chimi-Changa Club Mix),0
Ben E. King,167.3922,86.819,Let It Be Me,0
Trafik,505.67790999999994,125.012,Smoke,0
Astarte,515.3693400000001,129.088,Oblivious Darkness,2002
Sergio Franchi,170.94485,69.768,Silent Night,1987
Mongo Santamaria,194.76853,118.295,Lady Marmalade,1975
The London Pops Orchestra,198.89587,71.312,The Way We Were,0
The Police,313.70403999999996,85.20700000000001,Wrapped Around Your Finger,1983
Cali,207.49016,153.667,Pour Jane (Live Acoustique),0
Edwin Hawkins,358.19057000000004,91.215,I'm Going Through,0
Edith Lefel,246.30812000000003,135.099,L'a fAate komine,1992
Lonnie Johnson,298.13506,70.317,Raining On The Cold_ Cold Ground,0
F.l.y.,20.793020000000002,87.63,Shit 3 Outro,0
Orbit,254.45832000000001,142.351,Nice Ride,0
Bob Dylan,278.96117999999996,80.7,New Pony,1978
Orlando Pops Orchestra,146.59873000000002,80.79,El Manisero,0
Geiom Ft. Marita,291.26485,140.989,Sugar Coated Lover,0
Line Renaud,146.15465,137.567,Gwendolina,1994
Rhian Sheehan,314.48771,216.023,Degrees of Freedom,2002
David Saylor,273.34485,112.99799999999999,This Time,0
The Sun Harbor's Chorus-Documentary Recordings,137.84771,122.84200000000001,US Air Force,0
Roy Brown,163.83955,154.631,Love Don't Love Nobody,0
Mest,255.50322000000003,176.16,Tonight Will Last Forever (Album Version),2005
Los Iracundos,188.05506,93.28299999999999,Deja El Ultimo Baile Para Mi (Lascia L'Ultimo Ballo Per Me),0
Cumberland Quartet,192.88771,150.75,One Day At A Time,0
Ray Conniff,210.18077000000002,172.514,My Melody Of Love,0
Five Blind Boys of Alabama,131.81342,93.417,I've Got a Home,2008
Luiz Bonfa,151.09179,130.27200000000002,Olhos Ciganos,0
Blind Willie McTell,191.73832,131.624,Writing Paper Blues,1927
Hushabye Baby,227.52607999999998,147.85299999999998,So Small (Lullaby Rendition of Carrie Underwood),0
Arco Iris,201.03791,131.857,Felicidades,0
U2,316.96934,187.84400000000002,FEZ-Being Born,2009
Shania Twain,278.54322,82.789,Raining On Our Love,1995
Les Rythmes Digitales/ Tzant Feat. ODC MC,186.40934,86.113,Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix),0
Akon,266.89261,126.98299999999999,Over The Edge,2008
Jo-El Sonnier,168.04526,144.649,Les Grande Bois,0
Since The Flood,117.08036000000001,189.987,All For Nothing,2007
Yank Rachell,184.73751000000001,91.589,My Mind Got Bad,0
La Mancha De Rolando,243.98322000000002,100.046,Melodia Simple,2003
Leo Ku,245.55057000000002,117.181,Xiao Shuo Xiang,0
Slim Whitman,141.92281,100.398,Serenade,0
Larry Graham & Graham Central Station,277.62892999999997,97.103,Turn It Out,0
Johnny Pacheco/Rolando La Serie,136.09751,112.915,La Palabra Fin,0
Barley Bree,279.58812,119.01700000000001,Flight Of Earls,0
Carl Smith,141.47873,120.546,Hey Joe,1993
Storyville,263.41832,109.085,Enough,1998
The High Strung,187.27138,139.72,The Luck You Got,2005
Tony Martin,182.85669,122.709,September Song,0
Jo Privat,153.36444,127.65899999999999,Rodriguez Pena,0
Jah Cure,224.02567000000002,151.744,I'm Free,0
James Carter,258.42893,81.492,Strange Fruit,2003
Pursuit Of Happiness,151.01342,131.966,Down On Him,1988
Mithotyn,391.02648999999997,110.897,Guided By History,1999
Francis Lai,184.45016,85.131,Search For Jenny,1970
Beres Hammond,252.55138,85.56,Missing You For A Mile,0
UK Subs,140.30321999999998,123.26,Crash Course,1979
Embrace the End,364.14649,119.82700000000001,Ley Lines,2008
Steve Green,78.81098,146.67700000000002,Even A Child - Proverbs 20:11,0
Marc Perrone,13.5571,0.0,"SirA""ne",0
Leonardo Favio,201.50812,163.519,Porque Yo Te Amo,0
Gloria Lasso,187.92444,65.195,Termina La Feria,0
Patrick Bruel,257.2273,105.994,Au Bout De La Marelle,1999
Julie Zenatti,287.92118,87.01299999999999,Ma Douleur...,0
Delroy Wilson,157.57016000000002,157.446,Rain from the Skies Mix 2,0
DeGarmo & Key,203.62403999999998,120.54799999999999,Destined To Win,1988
Pentangle,172.38159,193.578,I Saw An Angel,0
Los Tres Diamantes,175.43791000000002,98.08200000000001,Begin The Beguine,0
Small Facers,1141.08036,70.163,Happiness Stan - Original,0
K-OS,235.04934,90.507,Heaven Only Knows,2002
Michael Landau,597.41995,73.89399999999999,The Mighty SB,0
Jack Sheldon,283.92444,167.30700000000002,Trane's Strain,0
Dave Hollister,301.87057000000004,113.09,I'm Wrong,2006
Handsome Boy Modeling School,324.07465,160.02,I've Been Thinking featuring Cat Power (Album Version),2004
Michael Gettel,338.75546,94.84899999999999,The Journey North,1999
The B-52's,313.20771,136.767,Tell It Like It T-I-IS (Album Version),1992
Gordon MacRae,134.89587,103.713,Just One Girl,0
Maire Brennan,248.34567,65.264,Song Of David (LP Version),0
Babbie Mason,240.84852999999998,129.88,Pray On,0
Bersuit Vergarabat,181.18485,121.764,De Onda,1998
Major Lance,134.03383,117.464,Um_ Um_ Um_ Um_ Um_ Um (Curious Mind),0
Doyle Bramhall,254.35383,168.36,That's How Strong My Love Is,0
Fall Out Boy,203.91138,140.878,The Carpal Tunnel Of Love,2007
Hank Locklin,168.6722,100.705,(Sittin') Alone At A Table For Two,0
Deckard,175.90812,90.964,Deckard,0
Tantric,176.43057,140.111,Coming Undone,2009
Bedwetters,202.91873,101.99700000000001,Like A Deck Of Cards,0
The Refreshments,184.5024,169.94299999999998,Here we are,0
Organ Donors,433.71057,140.013,Tranceplant,0
David Tao,260.33587,136.749,Summer Love Triangle,2009
Whitesnake,204.14649,114.902,Don't Mess With Me (2006 Digital Remaster),1978
Mirah,158.09261,116.087,Apples in the Trees (Live),0
Dee Clark,132.07465,95.948,Just Keep It Up,1990
Tom Cochrane,208.79628,89.042,Revelations:  Visions In A Dream,0
Charlie Byrd / Laurindo Almeida,172.43383,115.79799999999999,Choro II,0
Mercedes Castro,184.42404,149.293,Vendiste Los Gueyes -Maldita Miseria-,0
Clarisse Lavanant,175.17668999999998,177.93099999999998,Beaux parleurs,0
The Skabs,121.65178999999999,94.072,Woe is Woman,0
Kassav',268.90404,147.781,An Mouvman,2009
BeauSoleil,268.30322,119.663,'Ti Monde (LP Version),1991
Tum Tum,188.94322,206.791,Money In Da Bank [Screwed],0
Michelle Tumes,265.29913999999997,111.824,Hold On (LP Version),0
Korn,231.73179,110.071,Make Me Bad,1999
Knack,285.51791000000003,142.43200000000002,Seven Days Of Heaven,0
Olivier Messiaen,647.60118,101.63600000000001,Livre D'orgue (1951) : VII Soixante-Quatre DurA(c)es (RemasterisA(c) En 2008),0
From Autumn To Ashes,175.80363,93.061,Sensory Deprivation Adventure,2007
The Jackson Southernaires,356.10077,92.555,Lord We Give You All The Praise,0
Casiotone For The Painfully Alone,51.016690000000004,78.16,Dying Batteries,2001
Redman / Hurricane G / Melanie Rutherford,113.65831999999999,109.265,Soopman Luva 6 1/2,0
Cristy Lane,196.80608,86.14200000000001,Making Up For Lost Time (Footprints In The Sand Album Version),0
Humble Pie,469.44608,132.59799999999998,30 Days In The Hole (Live),0
Patton Oswalt,121.96526000000001,75.669,A Brief History of Shitty Comedy,2004
Kingston Trio,199.94077,117.214,Tom Dooley,0
Barrio Obrero,231.47057,182.96200000000002,Un Ojo Dimos,0
Supertalented,96.65261,115.954,Fax Me,0
James Taylor,280.81587,108.04700000000001,One More Go Round,0
45 Grave,118.38649,173.581,Surf Bat (Album Version),1983
Roommate,367.01995,85.005,Isn't Radio,0
The Dee Jays,174.21016,114.375,Dum Dum (Marble Breaks And Iron Bends),0
Brian Tyler,52.87138,104.988,I Dream Of Chi Chi,2009
Orquesta Aragon,308.76689,91.54799999999999,Eso No Tiene Remedio,0
Brian Eno And David Byrne,296.33261,118.20299999999999,The Jezebel Spirit,1981
BA(c)zu,275.3824,133.64,Le chacha des gorilles,0
Edu Lobo,309.52443999999997,84.853,Canto Triste,1967
Gang Starr,84.63628,166.092,Say Your Prayers,1991
Nestor Torres,294.53016,137.908,Rhumboso,0
Philip Glass,289.4624,104.667,The Kiss: Chris & The Model Airplane,0
Herbert Von Karajan,1143.03955,171.78,Variations Sur Un Theme De Haydn Op51,0
Stephan Micus,519.8624,142.158,Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),1988
Pumpkin Buzzard,137.63873,169.771,Gumby Killed the Dinosaur (House Mix),0
Edmond Leung,234.1873,113.571,Ling Shi Shi Ji Fen,0
Gabriel Yared,229.98158999999998,111.57700000000001,Devon,2003
Herbert Von Karajan,288.41751,75.416,Si Mi Chiamano Mimila Boheme Act1 Remast,0
Sister Hazel,230.37342,139.841,This Kind Of Love (Full Band),0
Wolfmother,316.21179,110.441,White Feather,2009
Janice Robinson,459.33669000000003,84.655,Dreamer (Jamie J Sanchez Club Mix),0
The Aftermath,118.30812,166.648,Might As Well Laugh,0
Coldplay,274.41587000000004,134.02700000000002,One I Love,2002
ZO2,276.4273,150.715,Isolate,2007
Wednesday 13's Frankenstein Drag Queens From Planet 13,239.20281,149.55100000000002,Bark At The Moon (Album Version),0
Ed Byrne,330.63138,77.99,Who's Your Daddy?,0
Every Time I Die,171.59791,93.458,California_ Gracefully,2001
Andrew W.K.,165.51138,120.15299999999999,Don't Call Me Andy,2006
Onyx,317.46567000000005,85.541,The Force,0
Burning Spear,185.5473,122.376,It's A Long Way Around,1977
Methods Of Mayhem / Scott Kirkland,199.31383,116.04,Narcotic,1999
Lisa Lynne,261.95546,106.009,Still I Will,2001
The Sun Harbor's Chorus-Documentary Recordings,59.32363,36.150999999999996,Taps,0
Bryan Ferry,253.12607999999997,116.36,Don't Worry Baby (1999 Digital Remaster),1973
Maysa,180.87138000000002,103.17200000000001,OuASSa,2008
BLEED THE SKY,202.91873,116.064,Kettle Black,2008
Fred Locks,242.38975,151.537,Mama Don't Know Love,0
Ragheb Alama,319.37261,151.95600000000002,Al'amadalah Assa'bah (2004 Digital Remaster),0
Sasha,265.84771,155.996,Turn It Into Something Special (Svengali's remix fA1/4r Elisa),0
Dolores Keane,272.5873,149.619,Storm In My Heart,1993
Lauren Wagner & Fred Weldy,51.121179999999995,72.72399999999999,Social Note,0
Mr. Sancho,182.22975,100.03200000000001,I'm callin,0
Tony Danza Tap Dance Extravaganza_ The,198.66076999999999,139.872,Cliff Burton Surprise,0
Hurricane,236.042,110.177,I'm On To You,1988
Adolph Hofner,135.07873,118.47200000000001,How I Miss You Tonight,0
Charlie McCoy,282.53995,90.81,Night Life,1991
Suicide,321.30567,144.94,Shadows of the thought,0
MAPtley CrA1/4e,248.55465,115.25399999999999,Wild Side,1987
Alex Gopher,396.87791,127.902,Aurora (Rory's Cassette Jam Remix),0
Cockney Rejects,182.25587,84.59,Big Time Charlie,2007
Wayne Watson,228.49261,125.90799999999999,Somebody Sing,0
D.O.W.N.,312.39791,117.26299999999999,Hustlin',0
SOL,251.79382999999999,62.076,Puedes ser feliz,0
Philip Bailey,227.47383,109.963,Sometime Ago,0
Lee Michaels,249.80853,123.47399999999999,My Lady,0
Mobb Deep,298.00444,87.74700000000001,Up North Trip,1995
The American Boychoir,224.54812,87.76,Intermezzo,0
Mr. Lif,327.6273,107.32,For You,2006
Felix Slatkin/Concert Arts Symphonic Band,138.57914,122.774,El Capitan (1998 Digital Remaster),0
Shirley Caesar,266.03057,115.508,Healed (LP Version),0
Cherrelle,290.82077000000004,145.607,Into My Eyes,1999
Jim Chappell,217.49506,86.39,Almost Us,1997
Pearl Jam,232.35872999999998,138.291,4/20/2002,0
Petra,222.61506,107.531,Don't Let Your Heart Be Hardened (This Means War Album Version),0
Yamandu + Dominguinhos,276.79302,118.23899999999999,Chorando Baixinho,0
The Paul Butterfield Blues Band,228.75383,77.207,Pretty Woman (LP Version),1971
Arsonists Get All The Girls,240.92689,129.82399999999998,Violence in Fluid Triceratops,2009
Teena Marie,328.56771000000003,81.947,How Can You Resist It,1990
Jerry Butler,167.18322,87.758,He Will Break Your Heart,1960
Irma Thomas,195.36934,99.492,The Same Love That Made Me Laugh  [LP Version],0
Sasha,181.65506000000002,116.024,Do It To Me,0
Hot Wire,194.66404,110.198,Like A Prayer (Tribute To Madonna),0
RUN-DMC,267.59791,73.507,Faces,1990
Patrick Saint-Eloi,314.122,130.092,Ola ou yA(c),0
Avril Lavigne,224.93995,118.055,How Does It Feel,2004
Evergreen Terrace,159.4771,112.421,Look Up At The Stars And You're Gone,2001
James Ingram,376.68526,76.385,A Baby's Born,1993
Danilo Perez / Claus Ogerman,459.31057000000004,100.39399999999999,The Saga Of Rita Joe,2008
Sister Hazel,332.93016,119.461,Cerilene,1997
Solomon,284.23791,95.619,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Fugue,0
Juan Carlos Baglietto,232.61995,97.34200000000001,Tiempos Dificiles,1982
Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,413.1522,160.246,1. Molto allegro con fuoco,0
Crabby Appleton,186.69669,89.09100000000001,Go Back,1970
Dave Rave_ Mark McCarron,165.61587,102.16,They Held Hands,0
Remi Nicole,379.37587,84.009,Rock N Roll,0
AndrA(c) Blot,179.85261,199.483,Breiz Ma bro,0
All Leather,108.38158999999999,84.56200000000001,As The Hog Pisseth,0
Billy Bragg,180.1922,81.256,Goodbye (Solo Version),2008
Little Milton,264.59382999999997,76.415,My Way,0
Junior Jack,96.10404,106.21600000000001,E Samba (Accapella),0
Johnny Cash,80.03873,196.303,You Tell Me,1959
Lil Boosie,243.35627999999997,171.85,I Remember (amended album version),2006
Candlebox,283.66322,125.994,Lover Come Back To Me,0
Mark Lowry,205.26975,143.898,Jesus Laughing (Some Things Never Change Version),0
Dinosaur Jr.,220.70812,253.357,Been There All The Time,2007
Marisela,162.55955,84.28299999999999,Loca (a/k/a Crazy) (Version Banda),0
Wilshire,181.49832,126.179,When,2003
Lionel Rogg,172.38159,126.786,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,0
The Oh Sees,162.37669,100.928,It Killed Mom,0
Bob Margolin,198.84363000000002,79.905,Baby_ Baby_ Baby,0
Kitty Kallen,151.92771000000002,86.961,If You Smile At The Sun,0
Autonomous Bass Heads,307.722,137.963,Beat Conductor,0
Cowboy Mouth,237.60934,103.21799999999999,Disconnected,0
Jeff Talmadge,228.62322000000003,160.105,The Hard Part's Letting Go,0
Krystof,285.67465,130.042,Ostravaczech,2006
Dwight Twilley,224.54812,90.875,Tomorrow Never Knows,0
Tum Tum,209.18812,66.565,So Fresh,0
MA$?go de Oz,295.31383,121.955,QuA(c) DesilusiA3n,2010
Johnny Osbourne,200.41098,135.537,Come ALong,0
Moraes Moreira,280.65914,132.558,Banho De Amor,1991
Darko,378.67057,124.255,Danote,0
Petra,262.21668999999997,101.00399999999999,Angel Of Light (Never Say Die Album Version),0
Plasmatics,344.24118,125.363,Dream Lover,1980
Inspiral Carpets,232.12363,187.66,Party In The Sky,1994
Stern,241.13587,139.94899999999998,TA1/4flische Plan,0
Yuridia,264.54159,109.99600000000001,Regresa A Mi (Unbreak My Heart),0
Furry Lewis,188.02893,104.23700000000001,I Will Turn Your Money Green (Tk. 1),0
Bryan White,240.90077000000002,126.618,I Can't Wait 'Til Christmas (LP Version),1999
Dirty Harry,559.7513799999999,126.412,The Fortway,0
Kurt Tepperwein,1222.4256699999999,145.259,Subliminal mit Naturgeraeuschen,0
Alberto Cortez,183.17016,91.584,Guitarra Dimelo Tu,0
Bounty Killer,225.25342,96.006,Gun Thirsty,2001
M.I.K.E.,440.52853,135.053,Hollow Dream,2006
Bill & Gloria Gaither,196.17914,116.90299999999999,Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version),0
Gyptian,253.70077,186.285,Lonely,0
Les Hou-Lops,150.46485,111.555,Hold me,0
Camp Lo,214.46485,90.98299999999999,Uptown,2009
The Gone Jackals,228.93669,177.563,That Blows My Mind (Slammin' and Way Out There!),1998
Wonderland,172.30321999999998,123.976,You,0
Blackalicious,104.93342,60.016999999999996,Ego Trip by Nikki Giovanni,1999
The Shirelles,127.29423999999999,71.597,Dedicated To The One I Love,1960
Burning Spear,146.88608,135.033,Walking In Dub,2009
Alice In Chains,261.77261,114.758,I Know Somethin (Bout You),1990
Toots & The Maytals,169.53423999999998,163.748,Sweet & Dandy,1984
Fever Ray,359.36607999999995,122.934,When I Grow Up,2009
Gipsy Kings,222.92853,118.056,Somos Gitanos,2001
Flor Silvestre,150.12526,109.51799999999999,Gaviota Traidora,0
Patrick Lamb,290.37669,93.041,I Remember,2007
Asleep At The Wheel,254.58892999999998,142.47899999999998,Let Me Go Home Whiskey,0
Amoral,520.88118,141.746,The Last Round,2004
Melvins,165.38076999999998,115.007,You've Never Been Right - (Live In Boston_ MA 2008),2009
L.A. Guns,398.44526,150.3,Magdalaine,1989
Stan,254.95465,119.965,Luv,0
S.U.P,369.24036,78.601,Insanity,0
Butthole Surfers,165.38076999999998,108.251,Wichita Cathedral [live],0
Los Brujos,36.54485,148.748,Si Yo Tuviera,0
Janis Joplin,266.23955,80.455,Piece Of My Heart,1972
Vivian,184.63302,140.08,Better,0
Slipknot,397.24363,163.007,The Heretic Anthem (Live version) (Album Version),0
Varios,165.66812,144.47799999999998,II Allegro,0
Atom,331.88526,108.069,Merzwaltz,0
Jimmy Wyble,181.96853000000002,80.016,No More Blues,2005
Die Symphony,231.67955,160.184,Ugly Like Me (Demo Version),0
Charlie Peacock,202.34403999999998,118.155,Hot Night Downtown,1988
Paul Geremia,204.56444,116.318,Tootie Blues,2004
Andy Griffith,215.48362999999998,102.402,The Old Rugged Cross (Medley)  (Love To Tell The Story Album Version),0
Walter Trout,233.24688999999998,166.41099999999997,Obstacles in My Way,1997
Monique Marvez,639.60771,121.075,No Bad Oral Sex / Dick Dessert,0
Dancecore Allstars,223.29424,95.29799999999999,When The Sun Comes Out,0
Sean Kingston,184.58077,168.02,Face Drop,2009
Blind Lemon Jefferson,165.35465,132.59,Gone Dead On You Blues,1972
Mei Chi Chiang,73.03791,150.933,Chagall(OS),0
Gabriel Yared,118.83057,111.03399999999999,Les chasseurs d'esclaves,2006
Sergio Dalma,279.24852999999996,124.008,La Marca De Tus Labios,1995
Zombina & The Skeletons,198.16443999999998,120.848,Sea Of Heartbreak,0
The Jane Shermans,235.49342000000001,140.143,Ammunition,2008
Bon Jovi,286.35382999999996,134.293,I Love This Town,2007
Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,42.70975,48.942,Miserere: XII. Ne Projicias,0
Blind Boy Fuller,151.19628,87.899,Got To Find My Little Woman,2005
Bescenta,243.1473,126.631,So In Love,0
"Dave ""Baby"" Cortez",125.6224,185.55900000000003,The Happy Organ,1976
Bloomfield,277.39383,179.987,Quartier Latin,0
Andrew W.K.,127.4771,161.874,Can You Dance With Me?,2006
John Debney,74.762,83.95,Buddy and Santa's Flight,2003
Rakim,79.93424,50.059,Outro,1997
Tommy James And The Shondells,146.02403999999999,133.312,Out Of The Blue,1989
Coraleena Ellis,250.77506,88.015,Wide Awake In A Dream,0
Terry Callier,258.19383,92.927,Satin Doll,2007
The Chieftains,187.92444,210.957,The Raggle Taggle Gypsy,2003
Count Ossie,234.9971,137.714,No Night In Zion - Original,1994
Trivium,678.76526,140.112,Shogun [with fade_ for special edition],2008
Charlie Peacock,133.3024,137.158,The Quality of Life,0
Elmer Bernstein,231.67955,83.255,Drown The Dog!,0
Peter Spence,277.41995,97.28399999999999,Baby I,0
Vusi Mahlasela,273.31872999999996,137.942,Pata Pata,0
Eddie Cantor,168.88118,125.361,Charley_ My Boy,0
Lionel Rogg,203.44118,68.388,Choral : Komm_ Heiliger Geist_ BuxWV 199 (RemasterisA(c) En 2010),0
Marimba Alma De Chiapas De Juan Palacios,182.02077,147.597,Atotonilco,0
Precious Bryant,164.8322,130.453,When The Saints Go Marching In,2002
Casiotone For The Painfully Alone,115.17342,125.663,Town Topic (Instrumental),2008
Singing Melody,179.93098,162.155,Player No More,0
Jeff Wahl,43.885259999999995,243.195,Waterfall,2003
UFO,310.41261000000003,87.09700000000001,Out In The Street (Live In Cleveland_ Ohio),0
Kapelle Herrenweide,214.36036000000001,109.29299999999999,Humppa,2009
Jamie Richards,202.91873,84.069,Easier By Now,0
Marcelo Radulovich,85.15873,88.648,Spirit and Machine,0
Antonio Koudele,175.90812,117.29799999999999,Track TAKE FIVE,0
John Debney,76.79955,91.249,Porcelain Man,1999
Sonic Subjunkies,327.73179,149.85299999999998,Turntable Terrorist,1995
Backstreet Boys,228.38812000000001,122.988,PDA,2009
Lizzy Borden,371.19955,107.88600000000001,(Wake Up) Time to Die,1985
John Stevens,245.44608,244.36599999999999,I Only Have Eyes For You (Album Version),2005
Eddie Turner,278.30812000000003,107.053,Jody,0
Pretty Boy Floyd,179.48689,139.947,Dept. Of Youth,0
DJ Slugo,287.55546,160.129,Where the Rats 3,0
Chris Rodriguez,209.52771,121.101,Turn Around (LP Version),0
Neeme Jarvi,194.48118,131.118,Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court),0
Jack Off Jill,149.36771000000002,177.86599999999999,Horrible,1995
K's Choice,207.56853,171.648,Another Year,2000
Los Fabulosos Cadillacs,187.0624,0.0,Noches Arabes,1986
NAZCA PERU,159.45098000000002,147.734,Aurora,0
Hatesex,376.08444,126.955,Hatesex (Reborn),0
The Impressions,143.15057,116.12200000000001,Ridin' High,0
Sheila Walsh,332.01587,88.012,Circle Of Hands (For A Time Like This Album Version),0
John Hiatt,239.5424,181.355,Memphis In The Meantime,1987
Kool Moe Dee,219.76771000000002,107.905,Knowledge Is King,1989
Carlos Ponce,269.97506,84.631,Decir Adios,1999
Solomon,150.88281,90.98700000000001,Piano Sonata No. 28 in A Op. 101 (1993 Digital Remaster): III.    Adagio_ ma non troppo,0
Desert Dwellers,406.17751,86.675,Pranafestation,2006
D.A.D.,283.16688999999997,148.856,Sleeping My Day Away [Live],0
Brand X,95.76444000000001,158.578,Collapsar,1977
Black Eyed Peas,223.03302000000002,107.199,Let's Get It Started,2004
Lizzy Borden,235.65016,115.41799999999999,There Will Be Blood Tonight,2000
The Merry Macs,140.59056999999999,118.096,Sentimental Journey,0
Righteous Brothers,188.55138,103.225,Harlem Shuffle,1999
Pinch feat. Rudey Lee,260.30975,139.959,Step 2 It,0
Casual,238.31465,85.652,I believe,0
The Tragically Hip,219.89832,165.22400000000002,The Drop-Off,2006
Scott Krippayne,244.87138,59.17,In The Name Of God (Gentle Revolution Album Version),0
Michael Jackson,272.71791,111.132,Tabloid Junkie,1995
Sui Generis,319.00689,109.305,Bubulina,1975
Flowin Immo et Les Freaqz,185.10322,51.714,Immonumental,2009
Bebo Norman,280.39791,144.02200000000002,Borrow Mine,2004
Photek,157.3873,105.085,Under The Palms,2000
Isabel Pantoja,237.322,128.502,Limosna De Amores,1999
BigElf,225.59302000000002,120.07,Superstar,2008
Orquesta Sublime,172.85179,208.737,Seis Perlas Cubanas,0
Juanes,332.5122,196.106,Rebelion,0
Bobby Pulido,233.06403999999998,199.826,Mi Alma Esta Enamorada,1996
Mish Mash,202.68363,126.785,Pish Tash,0
Alex Fong,191.97342,162.987,Hao Lai Hao Qu,0
Gustavo Santaolalla,95.58159,150.028,Moving Up,0
Isaacs,194.01098000000002,103.694,Did You Ever Go Sailin',0
Mike And The Mechanics,283.24526000000003,97.882,Nobody's Perfect,1988
Joe Rogan,356.36199999999997,83.99,Tigers Fucking (Spoken Word) (Album Version),2000
In Extremo,297.45587,110.133,Vollmond,2000
Who Made Who,480.96608,137.924,This Train (Munk Edit),0
Don Francisco,280.73751,103.584,Give Your Heart a Home,1991
Mavado,211.30404,125.348,Real McKoy Feat. Busy Signal,2007
Doug Sahm Tex Mex Trip,307.51302000000004,140.945,Catch Me In The Morning (Album Version),0
Hanoi Rocks,240.66567,126.105,No Comprimise_ No Regrets,2005
Orquesta Sublime,185.75628,134.923,La Vida Eres,0
Nicola Fasano feat. Paula B.,220.31627999999998,84.03200000000001,Missing,0
Staatskapelle Dresden/Herbert Blomstedt,158.92853,100.005,Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King,0
Ocho y Media,278.17751,62.78,A la Hora,0
Atari Teenage Riot,231.47057,114.037,Destroy 2000 Years Of Culture,1997
RUN-DMC,101.74649000000001,96.686,Crack,1988
Bill & Gloria Gaither,207.41179,40.27,Stand By Me (Freedom Band Album Version),0
Danny Elfman,98.84689,99.98700000000001,Birdies,0
Otis Spann,233.63872999999998,115.38,Evil Ways,1989
Daniela DessA!,201.22077,89.978,Tramonto Etnico,0
Atman,268.22485,91.007,Distant Voices,2002
Frank Ifield,152.18893,101.335,Give Me Your Word,0
Clara Nunes,188.44689,104.709,Tudo E Ilusao (1997 Digital Remaster),0
Fyah Blaze,62.92853,121.40700000000001,Hurry Hurry Baby (Dj Edit),0
Gonzalo Rubalcaba,206.00118,72.071,Improv #1,2006
George Lopez,261.51138,83.883,Kids In the Store,2003
Cam'Ron / Juelz Santana,366.05342,110.57,Losing Weight Part 2,2002
Minipop,163.00363000000002,160.05100000000002,Fingerprints,2007
Krystof,301.24363,105.15700000000001,Star,2004
Jeff Beck Group,367.46404,159.415,Jody,1971
Katie Armiger,288.28688999999997,155.92600000000002,Love Without Fear,0
The Del McCoury Band,161.95873,104.79,Rain Please Go Away,0
Mack and Jamie,65.95873,76.125,Goofy Golf,0
F4,279.32689,135.064,Get Back,0
Dhamika,439.17015999999995,66.691,Peace Prayer,0
K.T. Oslin,250.5922,192.02700000000002,The Legionnaire,0
Taste,362.03057,161.529,On The Boards,1970
Cece Winans,248.99873,124.33200000000001,Life,1998
Joanna Connor,174.602,86.475,Meditations,0
Ben E. King,339.66975,208.338,You Made The Difference To My Life (LP Version),0
Toots & The Maytals,125.88363000000001,115.75,She Will Never Let Me Down,1998
The LeRoi Brothers,126.53669,121.666,Flash_ Crash and Thunder,0
Hemdale,166.68688999999998,122.678,Pus-Filled Carcass,0
Hot Tuna,375.56199999999995,116.806,Death Don't Have No Mercy,1970
Year Long Disaster,222.04036000000002,166.025,Stranger In My Room,2010
Sam Fan Thomas,433.42322,135.458,Sabina,0
Jimmy Witherspoon,191.9473,53.672,I'm Going Around In Circles,0
Bob Wills,137.42975,86.197,Bubbles in My Beer,1991
Bacilos,229.32852999999997,156.002,Sangre americana,2004
Jimmy McGriff,272.09098,105.509,Hip Hug Her,0
Dobet GnahorA(c),46.210159999999995,142.782,Wigue,2010
Terminal 11 feat. b.b0Nd,114.83383,127.355,In Place Of Love [edit],0
Smidi Beats,190.35383000000002,139.167,Grin'in In Ya Face,0
Red I Flight,259.29098,92.439,Of Myth And Men (Album Version),2008
Headhunter,284.9171,173.985,Are We Mindless?,0
Adrenaline,231.96688999999998,146.879,Playing the Role of God,0
Shinehead,227.34322000000003,140.281,World Of The Video Game,0
